Title;Series Title;Author;ISBN;Level;Source of Level;Lexile Measure;Source of Lexile
Silver Is For Secrets;Blue Is For Nightmares;Stolarz, Laurie Faria;9780738706313;Unleveled;;;
White Is For Magic;Blue Is For Nightmares;Stolarz, Laurie Faria;9780738704432;Unleveled;;;
Eleventh Grade Burns;Chronicles of Vladimir Tod;Brewer, Heather;9780142416471;Unleveled;;;
A Living Nightmare;Cirque Du Freak;Shan, Darren;9780316605106;Unleveled;;;
Frost Bites;Edgar & Ellen;Ogden, Charles;9781416954644;Unleveled;;;
High Wire;Edgar & Ellen;Ogden, Charles;9781416915003;Unleveled;;;
Hot Air;Edgar & Ellen;Ogden, Charles;9781416954651;Unleveled;;;
Nod's Limbs;Edgar & Ellen;Ogden, Charles;9781416915010;Unleveled;;;
Pet's Revenge;Edgar & Ellen;Ogden, Charles;9781416914082;Unleveled;;;
Tourist Trap;Edgar & Ellen;Ogden, Charles;9781416914112;Unleveled;;;
The Dead-Tossed Waves;Forest of Hands and Teeth;Ryan, Carrie;9780385736848;Unleveled;;;
Lies;Gone Series;Grant, Michael;9780061449093;Unleveled;;;
Escape From Horrorland;Goosebumps HorrorLand;Stine, R. L.;9780439918794;Unleveled;;;
Help! We Have Strange Powers!;Goosebumps HorrorLand;Stine, R. L.;9780439918787;Unleveled;;;
Little Shop Of Hamsters;Goosebumps HorrorLand;Stine, R. L.;9780545161954;Unleveled;;;
Streets Of Panic Park;Goosebumps HorrorLand;Stine, R.L.;9780439918800;Unleveled;;;
Welcome To Camp Slither;Goosebumps HorrorLand;Stine, R. L.;9780439918770;Unleveled;;;
Welcome To Horrorland: A Survival Guide;Goosebumps HorrorLand;Stine, R.L.;9780545090087;Unleveled;;;
When The Ghost Dog Howls;Goosebumps HorrorLand;Stine, R. L.;9780545161947;Unleveled;;;
Shadowlands;Immortal Series;Noel, Alyson;9780312650056;Unleveled;;;
Pirates of the Caribbean: City Of Gold;Jack Sparrow;Kidd, Rob;9781423101703;Unleveled;;;
Pirates of the Caribbean: Dance Of The Hours;Jack Sparrow;Kidd, Rob;9781423103677;Unleveled;;;
The Pirate Chase: Pirates of the Caribbean;Jack Sparrow;Kidd, Rob;9781423100201;Unleveled;;;
The Siren Song;Jack Sparrow;Kidd, Rob;9781423100195;Unleveled;;;
The Sword Of Cortes;Jack Sparrow;Kidd, Rob;9781423100614;Unleveled;;;
Lord Sunday (Book # 7);Keys To The Kingdom;Nix, Garth;9780439700900 (Hardcover);Unleveled;;;
Attack Of The Fiend;Last Apprentice;Delaney, Joseph;9780060891299;Unleveled;;;
Fang;Maximum Ride;Patterson, James;9780316036191;Unleveled;;;
Max;Maximum Ride Series;Patterson, James;9780446194068;Unleveled;;;
Kicking And Screaming;Meet the Kreeps;Thorpe, Kiki;9780545131711;Unleveled;;;
Three's A Krowd;Meet the Kreeps;Thorpe, Kiki;9780545131704;Unleveled;;;
City of Bones;Mortal Instruments Trilogy;Clare, Cassandra;9781416955078;Unleveled;;;
Monster Hunters;Nightmare Academy;Lorey, Dean;9780061340444;Unleveled;;;
Blood Ties;Oliver Nocturne;Emerson, Kevin;9780545058032;Unleveled;;;
The Demon Hunter;Oliver Nocturne;Emerson, Kevin;9780545058049;Unleveled;;;
The Eternal Tomb;Oliver Nocturne;Emerson, Kevin;9780545058056;Unleveled;;;
The Age of Bronze;Priates of the Carribean: Jack Sparrow;Kidd, Rob;9781423101680;Unleveled;;;"
"
Physik;Septimus Heap;Sage, Angie;9780060577391;Unleveled;;;
Syren;Septimus Heap;Sage, Angie;9780689711527;Unleveled;;;
Scepter Of The Ancients;Skulduggery Pleasant;Landy, Derek;9780061231179;Unleveled;;;
The Faceless One;Skulduggery Pleasant;Landy, Derek;9780061240911;Unleveled;;;
The Emperor's Code;The 39 Clues;Korman, Gordon;9780545090667;Unleveled;;;
Blood Beast;The Demonata;Shan, Darren;9780316003780;Unleveled;;;
The Time Travelers;The Gideon Trilogy;Buckley-Archer, Linda;9781416915263;Unleveled;;;
Arch Enemy;The Looking Glass Wars;Beddor, Frank;9780803731561;Unleveled;;;
Araboolies on Liberty Street;;Swope, Sam;9780374303907;Unleveled;;;
At The Firefly Gate;;Newbery, Linda;9780440421887;Unleveled;;;
Doppelganger;;Stahler, David;9780060872342;Unleveled;;;
Jeffrey's Ghost series;;Adler, David;9780030692826;Unleveled;;;
Mockingbird;;Erskine, Kathryn;9780399252648;Unleveled;;;
Pockets;;Armstrong, Jennifer;9780517709276;Unleveled;;;
Shiver;;Stiefvater, Maggie;9780545123273;Unleveled;;;
Silver;;Kidd, Rob;9781423101697;Unleveled;;;
The Coming Storm;;Kidd, Rob;9781423100188;Unleveled;;;
The Forest of Hands and Teeth;;Ryan, Carrie;9780385736824;Unleveled;;;
The Magician's House Quartet;;Osborn, Mary Pope;1575847051;Unleveled;;;
The Prince of the Pond;;Napoli, Donna Jo;9780606070713;Unleveled;;;
The Sorceress;;Scott, Michael;9780385735292;Unleveled;;;
The Winter Knights;;Stewart, Paul;9780375837418;Unleveled;;;
Uncle Montague's Tales Of Terror;;Priestley, Chris;9781599901183;Unleveled;;;
V is for... Vampire;;Griffin, Adele;9780399252778;Unleveled;;;
Wishworks, Inc.;;Tolan, Stephanie;9780545031554;Unleveled;;;
Witch and Wizard;;Patterson, James;9780316071055;Unleveled;;;
